labels,sentence,kor_sentence
neutral,"The share issue, derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price, will be offered for subscription by shareholders, holders of capital notes and by professional clients.","주주들의 우선권을 침해하고 시가로 약 600만주의 신주로 구성된 이번 주식발행은 주주, 자본어음 보유자, 전문 고객이 청약할 수 있도록 할 예정이다."
neutral,"`` EB Tough VoIP was designed to fulfill the communications needs of military units, and we continue to strive towards achieving that goal,'' Mikko Viitaniemi, EB Elektrobit Defense Products, Wireless Solutions senior manager, said in a statement.","`` EB Tough VoIP는 군부대의 통신 요구를 충족시키기 위해 고안되었으며, 우리는 그 목표를 달성하기 위해 계속 노력하고 있다""고 EB Elektrobit Defense Products의 수석 매니저인 Mikko Viitaniemi가 말했다."
neutral,`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro.'',"`` 낮은 에너지 소비와 유연한 로딩은 CHF Pro의 장점 중 일부에 불과합니다."""
neutral,"The antibody, administered at repeated doses of up to 8 mg-kg, was generally well tolerated, and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients.","최대 8mg-kg의 반복 투여된 항체는 일반적으로 잘 내성이 있었으며, 건선 환자에서 BTT-1023의 약동학적 특성은 류마티스 관절염 RA 환자에서 이전에 완료된 연구에서 관찰된 것과 일치했다."
positive,"The antibody, given at repeated doses of up to 8 mg-kg, was generally well tolerated, and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients.","항체는 최대 8mg-kg의 반복 용량으로 일반적으로 잘 내성이 있었으며, 건선 환자에서 BTT-1023의 약동학적 특성은 류마티스 관절염 RA 환자에서 이전에 완료된 연구에서 관찰된 것과 일치했다."
negative,"ADPnews - Sep 28, 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today.",ADP뉴스 - 2009년 9월 28일 핀란드 실리콘 웨이퍼 제조업체 Okmetic Oyj HEL : OkM1V는 오늘 완료 된 직원 협상의 결과로 전 세계적으로 사무직 직원 수를 22명 줄일 것이라고 말했다.
negative," Demand for fireplace products was lower than expected, especially in Germany.", 벽난로 제품에 대한 수요는 특히 독일에서 예상보다 적었다.
negative,"Currently, the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000, compared with previous projections of a slightly better pre-tax profit.",현재 회사는 세전이익이 2009년 70만 유로 93만 4천 달러에 달했을 때 약간 더 나은 세전이익을 전망했던 것에 비해 밑돌 것으로 전망하고 있다.
negative,"However, the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010.",다만 검토 중인 기간 동안 접수된 주문은 2010년 2분기 2억1300만 유로에 비해 전분기 대비 17% 감소했다.
negative,"The announcement pushed Freenet shares down 6.3 %, or EUR0 .71, in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet.",유나이티드 인터넷 AG와 드릴리쉬가 프리넷의 인수와 해산을 추구할 것이라는 희망을 포기함에 따라 프랑크푸르트 거래에서 프리넷의 주가는 6.3%(0.71유로) 하락하여 10.65유로가 되었다.
positive,"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner, rebounding from yesterday s 3.5 percent slide.","Danske Bank A-S DANSKE DC는 3.7% 오른 133.4 크로나를 기록, 어제의 3.5퍼센트 하락에서 반등했다."
positive,Our superior customer centricity and expertise in digital services set us apart from our competitors.,디지털 서비스에 대한 우수한 고객 중심성과 전문성은 경쟁업체와 차별화됩니다.
negative,"According to the company, in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008.",회사 측에 따르면 2008년 가을에는 정상적인 계절적 변동 외에도 시장 상황이 약세를 보였다.
negative,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant, according to the company.",시장 상황 변화와 가격 경쟁 심화로 카우하바 공장에서 제조되는 빵 포장 수요가 크게 줄었다는 게 회사 측의 설명이다.
negative,"In the building and home improvement trade, sales decreased by 6.3 %, totalling EUR 154.1 mn.",건물 및 주택 개량 무역에서 매출은 6.3% 감소하여 총 154.1 유로가 되었다.
negative,"In the building and home improvement trade, net sales totalled EUR 1,173 mn, down from EUR 1,566 mn a year earlier.","건물 및 주택 개량 무역에서 순매출은 총 1,173만 유로로 전년도의 1,566만 유로에 비해 감소했다."
negative,"In the building and home improvement trade, sales decreased by 22.5 % to EUR 201.4 mn.",건물 및 주택 개량 무역에서는 매출이 22.5% 감소한 201.4만 유로로 집계됐다.
negative,"Finnish Suominen Corporation that makes wipes, nonwovens, and flexible packaging, expects changes in the market situation to reduce sales of Suominen's nonwovens and wet wipes from the previously estimated volumes.","물티슈, 비와벤, 신축성 있는 포장재를 만드는 핀란드 수오미넨사는 시장 상황 변화로 수오미넨의 비와벤, 물티슈 판매량이 기존 예상 물량보다 줄어들 것으로 기대하고 있다."
neutral,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed.,선체는 한 블록씩 건조됐으며 루키는 건조가 진행되면서 각 블록마다 판재료를 전달했다.
negative,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative.,2008 회계연도 전체 순매출액은 2007년보다 줄어들 것이며 영업이익은 마이너스일 것으로 추정된다.
negative,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07.,2006~07년 겨울 주요 리조트에 눈이 많이 내리지 않아 지난해 매출이 급감했다.
negative,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty, mixed with the current drought in bank lending, resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations.",이 철강회사는 계속되는 경기 불확실성과 현재의 은행 대출 가뭄으로 인해 고객들이 영업 자금 조달이 점점 어려워짐에 따라 제품에 대한 수요가 감소했기 때문이라고 설명했다.
negative,"Nokia's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki, while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt.",이날 노키아의 주가는 헬싱키에서 18.70유로(25.41달러)로 1% 미만으로 하락했으며 프랑크푸르트에서 지멘스의 주가는 90.19유로(122.57달러)로 1.02% 하락했다.
negative,In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service.,2월에 엘코텍 그룹은 상트페테르부르크 시설을 매각했다.
negative,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro.'',`` 영업이익은 목재와 재활용섬유 가격 상승과 유로화 강세로 감소했다.''
negative,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects.,4/4분기 영업이익은 성장 프로젝트 비용을 포함하여 2009년 해당 기간의 유로4.2m에서 유로3M으로 감소하였습니다.
neutral,"The manager is critical of politicians' failure to differentiate between beleaguered European financial institutions and Skandinavian banks, `` which sailed through the crisis without issues''.","이 매니저는 정치인들이 곤경에 처한 유럽 금융기관과 ``문제 없이 위기를 헤쳐나간"" 스칸디나비아 은행들을 구분하지 못한 것에 대해 비판적이다."
negative,"UPM-Kymmene Corp., the world's largest maker of magazine paper, on Tuesday reported a 19-percent profit drop as lower paper prices, higher costs and a strong euro hurt revenue.","세계 최대 잡지사인 UPM-키메네(UPM-Kymmene)는 종이 가격 하락, 원가 상승, 유로화 강세로 수익이 19% 감소했다고 밝혔다."
neutral,"In Finland, the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days.",핀란드에서는 3G 휴대전화 연동판매가 시작돼 처음 며칠 동안 모바일 소매점들이 극적으로 돌진하지 않았다.
neutral,`` I'm not sure what's happening.,`` 무슨 일이 일어나고 있는지 모르겠어요.
neutral,"As such, the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe.","이와 같이, 이 공간은 금발의 목재 바닥과 특히 스칸디나비아적인 분위기를 가지고 있다."
neutral,The winner does not have to be present to win.,우승자는 우승하기 위해 꼭 참석하지 않아도 된다.
negative,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit.,보스 회장은 트뤼그베스타가 유닛 전체를 인수할 만한 자금력이 없다고 덧붙였다.
neutral,Pentik+Æinen emphasises that the most of the internet contents media houses provide can not be free forever.,펜틱+아이넨은 미디어하우스가 제공하는 인터넷 콘텐츠 대부분이 영원히 무료일 수는 없다고 강조한다.
negative,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers.,핀란드 육류 회사인 아트리아는 더 이상 고객들에게 충분한 양의 국산 쇠고기를 약속할 수 없다.
negative,"Thanks to the internet, consumers compare products more than previously and Finnish companies are not competitive.",인터넷 덕분에 소비자들은 예전보다 제품을 더 많이 비교하고 핀란드 기업들은 경쟁력이 없습니다.
neutral,"Because expenditures must be justified to pass budget approval hurdles, we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities.","예산 승인 장애물을 통과하려면 지출이 정당화되어야 하므로, IT 및 IT 보안 실무자가 RoP 모델을 통해 보안 기술 및 관련 제어 활동을 지원하는 비즈니스 사례를 보다 쉽게 만들 수 있습니다."
negative,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy.,`` 경기하락과 함께 에너지 효율에 대한 자본지출이 아쉽게도 감소했다.
negative,"Due to the rapid decrease in net sales, personnel reductions have been carried out on a wider scale than initially expected.",순매출이 급격히 줄면서 당초 예상보다 큰 폭으로 감원이 단행됐다.
negative,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007, representing 2.3 % of net sales.",비경상항목을 제외한 영업이익은 2007년 16.8mn에서 6.2mn으로 순매출액의 2.3%를 차지했다.
negative,Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006.,핀란드의 폐기물 관리 및 청소 단체인 라실라 & 티카노야 오이(L&T)의 순이익은 2006년 35.3 mln 유로($ 52.3 mln)에서 2007년 32.2 mln 유로($ 47.7 mln)로 감소했다.
negative,"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share, excluding certain items, below the analyst estimate of 61 cents a share.",퀄컴은 특정 품목을 제외한 1분기 수익이 애널리스트 예상치인 주당 61센트를 밑돌 것으로 추정했다.
negative,Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso's associated pulp company Veracel.,핀란드계 스웨덴인 스토라 엔소는 브라질 연방 판사가 스토라 엔소의 펄프 회사 베라셀에 대해 내린 판결을 이해하지 못했다.
neutral,"Nevertheless, the development can not be allowed to ruin the print newspaper, which continues to be Sanoma News' main medium.","그럼에도 불구하고, 그 개발은 사노마 뉴스의 주요 매체인 인쇄된 신문을 망치도록 내버려 둘 수 없다."
neutral,"Besides, as there is no depositor preference in Finland, senior debt and deposits rank on a par, which is also taken into consideration, the agency added.",이밖에 핀란드는 예금자 선호도가 없어 선순위 부채와 예금이 대등하다는 점도 고려됐다고 기관은 덧붙였다.
negative,"Operating margin, however, slipped to 14.4 % from 15.1 %, dragged down by a poor performance in enterprise solutions.","그러나 영업이익률은 15.1%에서 14.4%로 떨어졌으며, 이는 엔터프라이즈 솔루션의 저조한 실적에 따른 하락세였다."
positive,The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 %.,"2015년 순매출 목표는 10억 유로, 투자수익률은 20% 이상으로 설정되었다."
